,sgID,CRISPRoff-Rep1,CRISPRoff Rep2,CRISPRoff mut Rep1,CRISPRoff mut Rep2,gene,source_A,CRISPRoff_average,mutant_average,CpG,hit_and_run_hit,mutant_hit
11732,AMY2B_-_104104409.23-P1P2|AMY2B_-_104104404.23-P1P2,-0.001656047,-0.015080374,0.020895112,0.015598966,AMY2B,predicted,-0.00836821,0.018247039,FALSO,FALSO,FALSO
7859,PYDC2_-_191179089.23-ENST00000518817.1|PYDC2_+_191179051.23-ENST00000518817.1,-0.004517745,-0.012199419,0.049426225,0.039029684,PYDC2,predicted,-0.008358582,0.044227954,FALSO,FALSO,FALSO
17931,RORC_-_151804242.23-P1|RORC_+_151804199.23-P1,0.002328676,-0.019019797,-0.046143438,-0.034184194,RORC,predicted,-0.00834556,-0.040163816,FALSO,FALSO,FALSO
11030,MAN2C1_+_75660917.23-P1P2|MAN2C1_-_75660857.23-P1P2,0.000724972,-0.017399147,0.018771363,-0.046316022,MAN2C1,predicted,-0.008337087,-0.013772329,VERDADERO,FALSO,FALSO
4953,DUS3L_+_5791133.23-P1P2|DUS3L_+_5791157.23-P1P2,-0.014712464,-0.001958519,0.004755573,0.008789453,DUS3L,predicted,-0.008335491,0.006772513,VERDADERO,FALSO,FALSO
8058,LYZ_-_69742194.23-P1P2|LYZ_+_69742152.23-P1P2,-0.010094993,-0.006571848,0.025197061,0.029429298,LYZ,predicted,-0.008333421,0.02731318,FALSO,FALSO,FALSO
12923,non-targeting_03678|non-targeting_03138,-0.025624053,0.008976145,-0.013513661,-0.005573796,non-targeting,negative_control,-0.008323954,-0.009543729,FALSO,FALSO,FALSO
4910,DIRAS2_-_93405092.23-P1P2|DIRAS2_-_93405011.23-P1P2,0.008185013,-0.024825878,-0.014276829,0.017708053,DIRAS2,predicted,-0.008320433,0.001715612,VERDADERO,FALSO,FALSO
9319,FAM228B_-_24346368.23-P1P2|FAM228B_-_24346359.23-P1P2,-0.04485571,0.028221565,0.032489166,-0.03526752,FAM228B,predicted,-0.008317073,-0.001389177,VERDADERO,FALSO,FALSO
2160,PCCB_-_135969220.23-P1|PCCB_-_135969238.23-P1,-0.017055248,0.00042439,-0.025539137,-0.024138986,PCCB,predicted,-0.008315429,-0.024839062,VERDADERO,FALSO,FALSO
10864,GLIS3_-_4300080.23-P1P2|GLIS3_-_4300007.23-P1P2,-0.023743023,0.007126449,-0.031689136,-0.041915975,GLIS3,predicted,-0.008308287,-0.036802556,VERDADERO,FALSO,FALSO
5384,ZNF280A_+_22874617.23-P1P2|ZNF280A_+_22874550.23-P1P2,0.009667908,-0.026281978,-0.012406785,-0.031443595,ZNF280A,predicted,-0.008307035,-0.02192519,FALSO,FALSO,FALSO
11818,non-targeting_02791|non-targeting_03617,0.009306448,-0.025915207,-0.000473969,0.012499333,non-targeting,negative_control,-0.008304379,0.006012682,FALSO,FALSO,FALSO
4990,"TMEM236_-_18041241.23-ENST00000457860.1,ENST00000480516.1|TMEM236_-_18041275.23-ENST00000457860.1,ENST00000480516.1",-0.019293872,0.002689547,0.039548005,0.019716923,TMEM236,predicted,-0.008302162,0.029632464,FALSO,FALSO,FALSO
11758,MT4_+_56598993.23-P1P2|MT4_+_56599021.23-P1P2,-0.017038195,0.000436273,-0.003348823,0.007335167,MT4,predicted,-0.008300961,0.001993172,FALSO,FALSO,FALSO
13484,KHDC3L_-_74072640.23-P1P2|KHDC3L_+_74072509.23-P1P2,-0.011841044,-0.004759314,-0.035740669,-0.026334684,KHDC3L,predicted,-0.008300179,-0.031037677,VERDADERO,FALSO,FALSO
19543,P2RY2_-_72929358.23-P1P2|P2RY2_-_72929642.23-P1P2,-0.015773522,-0.000826523,-0.063932079,-0.007272616,P2RY2,predicted,-0.008300022,-0.035602348,VERDADERO,FALSO,FALSO
454,NUDT12_+_102898456.23-P1P2|NUDT12_+_102898476.23-P1P2,-0.005437361,-0.011161087,0.020882896,0.018339655,NUDT12,predicted,-0.008299224,0.019611275,FALSO,FALSO,FALSO
7155,GLG1_+_74640968.23-P1P2|GLG1_+_74640965.23-P1P2,-0.004340123,-0.012257578,-0.013194305,-0.02194506,GLG1,predicted,-0.008298851,-0.017569683,VERDADERO,FALSO,FALSO
3480,GNPTG_-_1402137.23-P1P2|GNPTG_+_1401989.23-P1P2,-0.01324029,-0.003348255,0.009366515,0.003437497,GNPTG,predicted,-0.008294273,0.006402006,VERDADERO,FALSO,FALSO
5055,HCN3_+_155247271.23-P1P2|HCN3_+_155247262.23-P1P2,0.011597651,-0.028182907,0.007011311,0.026619779,HCN3,predicted,-0.008292628,0.016815545,VERDADERO,FALSO,FALSO
4009,OAF_+_120081621.23-P1P2|OAF_+_120081777.23-P1P2,-0.011749794,-0.004830589,0.021535944,-0.001764268,OAF,predicted,-0.008290192,0.009885838,VERDADERO,FALSO,FALSO
7800,non-targeting_01446|non-targeting_02896,-0.022339091,0.005773036,-0.024194636,0.007426808,non-targeting,negative_control,-0.008283027,-0.008383914,FALSO,FALSO,FALSO
15177,RGMA_-_93632375.23-P1|RGMA_+_93632376.23-P1,-0.023498502,0.006938946,0.020740169,-0.015682593,RGMA,predicted,-0.008279778,0.002528788,VERDADERO,FALSO,FALSO
8940,CCDC147_+_106113637.23-P1P2|CCDC147_+_106113606.23-P1P2,-0.034369188,0.017839643,-0.035426775,-0.006497808,CCDC147,predicted,-0.008264772,-0.020962292,FALSO,FALSO,FALSO
17934,ENDOG_+_131580781.23-P1P2|ENDOG_+_131580890.23-P1P2,-0.027629513,0.011118767,-0.067110437,0.018162292,ENDOG,predicted,-0.008255373,-0.024474072,VERDADERO,FALSO,FALSO
17958,non-targeting_02691|non-targeting_03778,-0.003511726,-0.012998774,0.00426755,0.041834632,non-targeting,negative_control,-0.00825525,0.023051091,FALSO,FALSO,FALSO
4481,non-targeting_00190|non-targeting_02084,-0.009310977,-0.007192246,-0.021225959,0.032379285,non-targeting,negative_control,-0.008251612,0.005576663,FALSO,FALSO,FALSO
2020,CA1_-_86290317.23-P1P2|CA1_+_86290323.23-P1P2,-0.019236758,0.002747275,0.006533454,-0.00583785,CA1,predicted,-0.008244741,0.000347802,FALSO,FALSO,FALSO
7179,MAB21L3_-_116654095.23-P1P2|MAB21L3_-_116654078.23-P1P2,-0.005271324,-0.011212423,-0.01513252,0.002664229,MAB21L3,predicted,-0.008241874,-0.006234146,FALSO,FALSO,FALSO
10774,CGA_-_87804776.23-P1|CGA_-_87804787.23-P1,-0.018441181,0.001957815,-0.015111056,-0.002282425,CGA,predicted,-0.008241683,-0.00869674,FALSO,FALSO,FALSO
17362,SUMF2_-_56148479.23-P2|SUMF2_+_56148386.23-P2,-0.018393397,0.001917749,-0.009930864,-0.014623887,SUMF2,predicted,-0.008237824,-0.012277375,VERDADERO,FALSO,FALSO
4517,non-targeting_00785|non-targeting_03321,-0.011721573,-0.004748475,-0.007162877,-0.0080965,non-targeting,negative_control,-0.008235024,-0.007629689,FALSO,FALSO,FALSO
782,DTD1_-_18568768.23-P1P2|DTD1_-_18568728.23-P1P2,-0.003625707,-0.012835708,-0.01286173,-0.015682593,DTD1,predicted,-0.008230708,-0.014272161,VERDADERO,FALSO,FALSO
2584,CITED1_-_71526957.23-P2|CITED1_-_71526985.23-P2,2.74515E-05,-0.016482368,-0.006445335,-0.015458409,CITED1,predicted,-0.008227458,-0.010951872,VERDADERO,FALSO,FALSO
16021,GIMAP2_-_150382842.23-P1P2|GIMAP2_-_150382779.23-P1P2,0.008413172,-0.024863587,-0.055774467,-0.008366828,GIMAP2,predicted,-0.008225207,-0.032070647,FALSO,FALSO,FALSO
6193,GUCY2D_+_7906206.23-P1P2|GUCY2D_+_7906002.23-P1P2,-0.021219507,0.004786239,0.026396434,0.034484446,GUCY2D,predicted,-0.008216634,0.03044044,VERDADERO,FALSO,FALSO
20734,SLC45A2_-_33984743.23-P1P2|SLC45A2_+_33984724.23-P1P2,0.055927419,-0.072350001,-0.069591455,-0.014817397,SLC45A2,predicted,-0.008211291,-0.042204426,FALSO,FALSO,FALSO
1185,CHRNB4_+_78933567.23-P1P2|CHRNB4_+_78933497.23-P1P2,0.014267665,-0.03067244,0.005667757,-0.006109217,CHRNB4,predicted,-0.008202388,-0.00022073,VERDADERO,FALSO,FALSO
819,DEFB107A_-_7673155.23-ENST00000335021.2|DEFB107A_-_7673169.23-ENST00000335021.2,-0.003085729,-0.013316116,-0.033961729,-0.027468565,DEFB107A,predicted,-0.008200923,-0.030715147,FALSO,FALSO,FALSO
4504,POLR2J2_+_102312150.23-P1P2|POLR2J2_+_102312168.23-P1P2,0.008806025,-0.025207139,-0.001289461,-0.00439051,POLR2J2,predicted,-0.008200557,-0.002839985,VERDADERO,FALSO,FALSO
15013,SLC23A2_+_4982121.23-P1P2|SLC23A2_+_4982118.23-P1P2,0.030134595,-0.04653501,0.00059663,-0.028818806,SLC23A2,predicted,-0.008200208,-0.014111088,FALSO,FALSO,FALSO
7688,TBK1_-_64845923.23-P1P2|TBK1_-_64845920.23-P1P2,-0.016094054,-0.000301694,-0.006079168,-0.004830974,TBK1,predicted,-0.008197874,-0.005455071,VERDADERO,FALSO,FALSO
2317,BET1L_+_207330.23-P1P2|BET1L_-_207381.23-P1P2,0.005443669,-0.021835914,0.006647664,0.030556395,BET1L,predicted,-0.008196123,0.01860203,VERDADERO,FALSO,FALSO
5702,GNAI1_+_79764411.23-P1P2|GNAI1_+_79764180.23-P1P2,-0.001578349,-0.014799525,0.039025192,0.019780692,GNAI1,predicted,-0.008188937,0.029402942,VERDADERO,FALSO,FALSO
10762,non-targeting_02750|non-targeting_01958,-0.01246883,-0.003903652,0.040153351,0.030371125,non-targeting,negative_control,-0.008186241,0.035262238,FALSO,FALSO,FALSO
14639,ZNF823_-_11849493.23-P1P2|ZNF823_-_11849718.23-P1P2,-0.018857753,0.002486114,-0.00320075,0.006381556,ZNF823,predicted,-0.008185819,0.001590403,VERDADERO,FALSO,FALSO
17469,B3GNT5_+_182971087.23-P1P2|B3GNT5_+_182971138.23-P1P2,-0.005173268,-0.011179409,0.030882921,0.032353441,B3GNT5,predicted,-0.008176338,0.031618181,VERDADERO,FALSO,FALSO
18363,LPPR3_+_815774.23-P1P2|LPPR3_-_815729.23-P1P2,-0.003916882,-0.012433237,-0.048295772,-0.016655886,LPPR3,predicted,-0.008175059,-0.032475829,VERDADERO,FALSO,FALSO
8140,PCDHA1_+_140165753.23-P1P2|PCDHA1_-_140165859.23-P1P2,-0.017368237,0.001021155,-0.004096028,-0.016632312,PCDHA1,predicted,-0.008173541,-0.01036417,VERDADERO,FALSO,FALSO
11293,SGCA_-_48243530.23-P1|SGCA_-_48243438.23-P1,-0.016056291,-0.000286225,-0.003545535,0.004273877,SGCA,predicted,-0.008171258,0.000364171,FALSO,FALSO,FALSO
4245,WHAMM_-_83478431.23-P1P2|WHAMM_+_83478460.23-P1P2,0.002516157,-0.018858504,0.019122934,-0.004624023,WHAMM,predicted,-0.008171173,0.007249455,VERDADERO,FALSO,FALSO
6479,non-targeting_02992|non-targeting_01275,-0.013310328,-0.003029947,-0.010969557,0.031679779,non-targeting,negative_control,-0.008170137,0.010355111,FALSO,FALSO,FALSO
12332,IL37_-_113672806.23-ENST00000311328.2|IL37_-_113672776.23-ENST00000311328.2,-0.007682416,-0.008656983,-0.022069126,-0.006637126,IL37,predicted,-0.0081697,-0.014353126,FALSO,FALSO,FALSO
4209,FAM168B_+_131851028.23-P1P2|FAM168B_+_131851002.23-P1P2,0.003852654,-0.020171221,0.065353694,0.030375691,FAM168B,predicted,-0.008159283,0.047864692,VERDADERO,FALSO,FALSO
18067,RNF150_-_142054533.23-P1P2|RNF150_-_142054584.23-P1P2,-0.002251996,-0.014059077,-0.001787219,0.008834594,RNF150,predicted,-0.008155537,0.003523687,VERDADERO,FALSO,FALSO
1004,IMPDH1_+_128049948.23-P2|IMPDH1_+_128050025.23-P2,-0.003511726,-0.012788865,0.001147569,-0.005906151,IMPDH1,predicted,-0.008150296,-0.002379291,VERDADERO,FALSO,FALSO
5970,PRX_-_40910146.23-P1P2|PRX_+_40910183.23-P1P2,-0.027909501,0.011623981,0.022057027,0.001965928,PRX,predicted,-0.00814276,0.012011478,VERDADERO,FALSO,FALSO
1286,RASL10A_-_29711440.23-P1P2|RASL10A_+_29711637.23-P1P2,-0.013808914,-0.002476158,0.020569168,-0.011230391,RASL10A,predicted,-0.008142536,0.004669388,VERDADERO,FALSO,FALSO
191,JMJD7_+_42120320.23-P1|JMJD7_+_42120527.23-P1,0.000848478,-0.017114302,-0.018378118,-0.030777076,JMJD7,predicted,-0.008132912,-0.024577597,VERDADERO,FALSO,FALSO
15986,SH3BP4_+_235860714.23-P1P2|SH3BP4_+_235860717.23-P1P2,9.0052E-05,-0.016345066,0.00395862,-0.018334264,SH3BP4,predicted,-0.008127507,-0.007187822,VERDADERO,FALSO,FALSO
14724,CDK5RAP1_-_31989303.23-P1|CDK5RAP1_+_31989308.23-P1,-0.008443406,-0.007803868,-0.011475939,-0.060828412,CDK5RAP1,predicted,-0.008123637,-0.036152176,VERDADERO,FALSO,FALSO
14124,TDP2_+_24667097.23-P1P2|TDP2_+_24667080.23-P1P2,-0.020742631,0.004500246,0.001118267,0.00427234,TDP2,predicted,-0.008121192,0.002695303,VERDADERO,FALSO,FALSO
1257,TMEM184B_+_38669005.23-P1P2|TMEM184B_+_38668990.23-P1P2,-0.018793412,0.002551464,-0.028095318,-0.022961547,TMEM184B,predicted,-0.008120974,-0.025528432,VERDADERO,FALSO,FALSO
4091,CLDN15_-_100881079.23-P1P2|CLDN15_-_100880704.23-P1P2,-0.015140016,-0.001090483,-0.012611647,-0.014555079,CLDN15,predicted,-0.00811525,-0.013583363,FALSO,FALSO,FALSO
4563,LOC441155_+_66011589.23-NM_001271675|LOC441155_+_66011423.23-NM_001271675,-0.006607253,-0.009601981,0.01036817,0.026979893,LOC441155,predicted,-0.008104617,0.018674031,VERDADERO,FALSO,FALSO
10041,TMEM44_-_194354088.23-P1P2|TMEM44_+_194354032.23-P1P2,-0.026297447,0.010090571,0.016628975,0.033982507,TMEM44,predicted,-0.008103438,0.025305741,VERDADERO,FALSO,FALSO
5491,TGM6_+_2361549.23-P1P2|TGM6_-_2361617.23-P1P2,-0.017762827,0.001557993,0.031874043,-0.023304787,TGM6,predicted,-0.008102417,0.004284628,FALSO,FALSO,FALSO
13079,R3HDM2_-_57824755.23-P1P2|R3HDM2_-_57824746.23-P1P2,-0.003339863,-0.01286289,0.002836075,0.010066321,R3HDM2,predicted,-0.008101377,0.006451198,VERDADERO,FALSO,FALSO
17235,MAP3K12_-_53893214.23-P1P2|MAP3K12_-_53893243.23-P1P2,-0.004340123,-0.011858783,-0.044638375,-0.002094989,MAP3K12,empirical,-0.008099453,-0.023366682,VERDADERO,FALSO,FALSO
15623,BIRC7_+_61867189.23-P1P2|BIRC7_+_61867275.23-P1P2,-0.00777533,-0.008422551,-0.034997429,-0.022062999,BIRC7,predicted,-0.008098941,-0.028530214,FALSO,FALSO,FALSO
20980,"CDK11B_-_1588699.23-ENST00000341832.6|CDK11B_+_1588798.23-ENST00000317673.7,ENST00000340677.5,ENST00000407249.3",0.001706936,-0.017880426,-0.024733607,-0.071766108,CDK11B,empirical,-0.008086745,-0.048249858,VERDADERO,FALSO,FALSO
2344,CIRBP_-_1269409.23-P1P2|CIRBP_+_1269397.23-P1P2,-0.021954476,0.005782845,0.024801677,0.015835936,CIRBP,predicted,-0.008085815,0.020318806,VERDADERO,FALSO,FALSO
3063,C12orf44_+_52463783.23-P1P2|C12orf44_-_52463838.23-P1P2,-0.006756522,-0.009402445,0.028344608,0.005927602,C12orf44,predicted,-0.008079484,0.017136105,VERDADERO,FALSO,FALSO
1318,ZNF98_-_22604884.23-P1P2|ZNF98_-_22605127.23-P1P2,-0.007711254,-0.008409499,-0.028592272,-0.013349772,ZNF98,predicted,-0.008060377,-0.020971022,FALSO,FALSO,FALSO
1922,LACRT_-_55028436.23-P1P2|LACRT_-_55028331.23-P1P2,-0.012703131,-0.003410456,0.029744326,0.019292384,LACRT,predicted,-0.008056794,0.024518355,FALSO,FALSO,FALSO
18027,DALRD3_+_49055971.23-P1|DALRD3_-_49055944.23-P1,-0.001963231,-0.014140688,-0.030375874,-0.052434232,DALRD3,predicted,-0.008051959,-0.041405053,VERDADERO,FALSO,FALSO
12352,CCL3L1_-_34625651.23-P1P2|CCL3L1_+_34625470.23-P1P2,-0.039779175,0.02368953,-0.083430977,-0.054284483,CCL3L1,predicted,-0.008044822,-0.06885773,FALSO,FALSO,FALSO
15630,GRAMD3_+_125759113.23-P1P2|GRAMD3_+_125759134.23-P1P2,-0.036180716,0.020108529,0.046500833,0.002424586,GRAMD3,predicted,-0.008036094,0.024462709,VERDADERO,FALSO,FALSO
2823,TTC9C_+_62495990.23-P1P2|TTC9C_-_62495951.23-P1P2,-0.018370193,0.002311388,-0.0271077,0.006142745,TTC9C,predicted,-0.008029403,-0.010482477,VERDADERO,FALSO,FALSO
16515,CATSPERB_+_92198408.23-P1P2|CATSPERB_-_92198367.23-P1P2,-0.01581483,-0.000234466,-0.0119476,0.015117285,CATSPERB,predicted,-0.008024648,0.001584842,FALSO,FALSO,FALSO
8823,SLC16A11_-_6947216.23-P1P2|SLC16A11_-_6947221.23-P1P2,-0.021737347,0.005689944,-0.018902862,-0.014773552,SLC16A11,predicted,-0.008023701,-0.016838207,VERDADERO,FALSO,FALSO
9117,C9orf84_+_114557162.23-P1P2|C9orf84_+_114557158.23-P1P2,-0.005946585,-0.010073342,-0.011812588,-0.015460058,C9orf84,predicted,-0.008009964,-0.013636323,VERDADERO,FALSO,FALSO
13635,GCC1_+_127225624.23-P1P2|GCC1_+_127225611.23-P1P2,0.000338152,-0.016353268,-0.004227067,-0.006494158,GCC1,predicted,-0.008007558,-0.005360612,VERDADERO,FALSO,FALSO
787,RAB38_-_87908626.23-P1P2|RAB38_-_87908641.23-P1P2,-0.00870797,-0.007296442,0.018661647,0.005995325,RAB38,predicted,-0.008002206,0.012328486,VERDADERO,FALSO,FALSO
7048,GABRA2_-_46391977.23-P1P2|GABRA2_+_46391927.23-P1P2,-0.006981928,-0.009018894,0.004358619,0.018491026,GABRA2,predicted,-0.008000411,0.011424823,VERDADERO,FALSO,FALSO
2792,PLXNB2_+_50745965.23-P1P2|PLXNB2_-_50745694.23-P1P2,-0.034593861,0.018604991,-0.023154695,-0.011387669,PLXNB2,predicted,-0.007994435,-0.017271182,VERDADERO,FALSO,FALSO
3870,CYB5A_+_71959106.23-P1P2|CYB5A_+_71959187.23-P1P2,0.003985894,-0.01996543,-0.004990552,-0.011921494,CYB5A,predicted,-0.007989768,-0.008456023,VERDADERO,FALSO,FALSO
13501,LRRC72_+_16566503.23-P1P2|LRRC72_+_16566647.23-P1P2,-0.002560623,-0.013412358,0.038665827,0.030928386,LRRC72,predicted,-0.007986491,0.034797106,VERDADERO,FALSO,FALSO
4509,NR4A2_+_157198927.23-P2|NR4A2_-_157198730.23-P2,-0.009709394,-0.006246991,-0.002993409,-6.23161E-05,NR4A2,predicted,-0.007978192,-0.001527863,VERDADERO,FALSO,FALSO
9052,TMEM206_-_212588217.23-P1P2|TMEM206_-_212588212.23-P1P2,-0.008769055,-0.007176659,0.011913046,0.001022977,TMEM206,predicted,-0.007972857,0.006468012,VERDADERO,FALSO,FALSO
15727,TMEM38A_+_16771991.23-P1P2|TMEM38A_-_16772308.23-P1P2,-0.024071109,0.008128142,-0.061732038,-0.016227744,TMEM38A,predicted,-0.007971483,-0.038979891,VERDADERO,FALSO,FALSO
3581,SFTA2_+_30899867.23-P1P2|SFTA2_-_30899920.23-P1P2,-0.00839006,-0.007546472,-0.016672633,-0.043297617,SFTA2,predicted,-0.007968266,-0.029985125,FALSO,FALSO,FALSO
17326,MARCH1_+_164775288.23-ENST00000274056.7|MARCH1_+_164775103.23-ENST00000274056.7,-0.0131987,-0.002729052,0.020828918,-0.021981233,43891,predicted,-0.007963876,-0.000576158,VERDADERO,FALSO,FALSO
1995,NBPF11_+_146082706.23-ENST00000604938.1|NBPF11_-_146082718.23-ENST00000604938.1,-0.001131936,-0.01479581,0.011369713,0.006826434,NBPF11,predicted,-0.007963873,0.009098074,VERDADERO,FALSO,FALSO
8004,C18orf54_+_51884783.23-P1P2|C18orf54_+_51884775.23-P1P2,-0.004593625,-0.01132187,0.00510196,0.003184204,C18orf54,predicted,-0.007957747,0.004143082,VERDADERO,FALSO,FALSO
4075,MORC1_-_108836936.23-P1P2|MORC1_-_108836955.23-P1P2,-0.021726516,0.005812352,0.017641129,-0.020624992,MORC1,predicted,-0.007957082,-0.001491931,VERDADERO,FALSO,FALSO
20553,OCLM_+_186370212.23-P1P2|OCLM_+_186370192.23-P1P2,0.003861545,-0.01976929,-0.066203383,0.038041541,OCLM,predicted,-0.007953873,-0.014080921,FALSO,FALSO,FALSO
11235,CREB3L4_+_153940391.23-P1P2|CREB3L4_+_153940618.23-P1P2,-0.001818962,-0.014084298,-0.005992795,-0.007529607,CREB3L4,predicted,-0.00795163,-0.006761201,VERDADERO,FALSO,FALSO
10058,GCK_+_44229002.23-P1P2|GCK_+_44229021.23-P1P2,-0.011340532,-0.004557281,0.005369544,-0.001530912,GCK,predicted,-0.007948907,0.001919316,FALSO,FALSO,FALSO
4510,MED12L_-_150803515.23-P1P2|MED12L_-_150803564.23-P1P2,-0.011614788,-0.004281313,0.018612212,0.038159043,MED12L,predicted,-0.007948051,0.028385628,VERDADERO,FALSO,FALSO
6504,CIB4_+_26864192.23-P1P2|CIB4_+_26864187.23-P1P2,-0.008579731,-0.007309893,0.022059617,-0.009877518,CIB4,predicted,-0.007944812,0.00609105,FALSO,FALSO,FALSO
13685,RPGR_-_38186672.23-P1P2|RPGR_-_38186677.23-P1P2,-0.052415469,0.036533854,0.006310081,-0.005083144,RPGR,predicted,-0.007940808,0.000613469,VERDADERO,FALSO,FALSO
16790,ADM2_-_50920028.23-P1P2|ADM2_+_50920011.23-P1P2,0.021733058,-0.037608202,-0.020697978,-0.026747708,ADM2,predicted,-0.007937572,-0.023722843,VERDADERO,FALSO,FALSO
9479,VKORC1_+_31106045.23-P1P2|VKORC1_-_31106029.23-P1P2,-0.012044353,-0.003824445,0.017446997,0.019780692,VKORC1,predicted,-0.007934399,0.018613844,VERDADERO,FALSO,FALSO
6326,C11orf16_+_8954431.23-P1P2|C11orf16_-_8954401.23-P1P2,-0.028723728,0.012863473,-0.012626473,-0.002462213,C11orf16,predicted,-0.007930128,-0.007544343,FALSO,FALSO,FALSO
3137,FFAR2_-_35939418.23-P1P2|FFAR2_+_35939234.23-P1P2,-0.029762561,0.013904188,-0.00189985,-0.003823801,FFAR2,predicted,-0.007929187,-0.002861825,FALSO,FALSO,FALSO
11740,PPM1D_+_58677707.23-P1P2|PPM1D_+_58678053.23-P1P2,-0.001144757,-0.014712923,0.00845154,-0.014411291,PPM1D,empirical,-0.00792884,-0.002979876,VERDADERO,FALSO,FALSO
6831,CSPP1_+_67976664.23-P1P2|CSPP1_+_67976674.23-P1P2,0.007897445,-0.023752051,0.001836664,0.003473697,CSPP1,predicted,-0.007927303,0.002655181,VERDADERO,FALSO,FALSO
9462,IPPK_-_95432311.23-P1P2|IPPK_+_95432349.23-P1P2,-0.004469988,-0.011383433,-0.003882222,-0.03158548,IPPK,predicted,-0.00792671,-0.017733851,VERDADERO,FALSO,FALSO
4594,non-targeting_03703|non-targeting_00729,-0.000969653,-0.014874801,-0.021033725,-0.018235522,non-targeting,negative_control,-0.007922227,-0.019634623,FALSO,FALSO,FALSO
16403,GPC3_-_133119538.23-P1P2|GPC3_+_133119322.23-P1P2,0.021422741,-0.037265386,0.022429564,-0.022213215,GPC3,predicted,-0.007921323,0.000108175,VERDADERO,FALSO,FALSO
11944,FRMD1_+_168468023.23-P2|FRMD1_+_168467974.23-P2,-0.036100353,0.020262668,0.0190272,0.029827562,FRMD1,predicted,-0.007918843,0.024427381,VERDADERO,FALSO,FALSO
17506,ARMC8_-_137906385.23-P1P2|ARMC8_-_137906605.23-P1P2,0.005868565,-0.021702861,0.041398449,0.031064305,ARMC8,predicted,-0.007917148,0.036231377,VERDADERO,FALSO,FALSO
16305,non-targeting_02863|non-targeting_00955,-0.006370649,-0.009442889,0.011355808,-0.009826245,non-targeting,negative_control,-0.007906769,0.000764782,FALSO,FALSO,FALSO
12259,ANKRD10_+_111567378.23-P1P2|ANKRD10_-_111567334.23-P1P2,0.002423112,-0.018220273,0.062470655,0.017660445,ANKRD10,predicted,-0.007898581,0.04006555,VERDADERO,FALSO,FALSO
5816,REP15_+_27849400.23-P1P2|REP15_+_27849546.23-P1P2,0.01449961,-0.030293686,-0.02364305,-0.007219207,REP15,predicted,-0.007897038,-0.015431129,FALSO,FALSO,FALSO
1488,TAGLN3_+_111718192.23-P1P2|TAGLN3_+_111718181.23-P1P2,-0.009386472,-0.00639849,0.007775592,0.011956247,TAGLN3,predicted,-0.007892481,0.00986592,FALSO,FALSO,FALSO
16841,non-targeting_01442|non-targeting_01182,0.013611964,-0.029394903,0.000653817,-0.017443496,non-targeting,negative_control,-0.00789147,-0.008394839,FALSO,FALSO,FALSO
12287,GGT6_+_4463854.23-P1P2|GGT6_-_4463797.23-P1P2,-0.027757179,0.011998097,-0.012483022,-0.014872296,GGT6,predicted,-0.007879541,-0.013677659,FALSO,FALSO,FALSO
2377,UNC45B_-_33474898.23-P1P2|UNC45B_-_33475070.23-P1P2,-0.018729927,0.002972804,0.017964807,-0.015708301,UNC45B,predicted,-0.007878561,0.001128253,FALSO,FALSO,FALSO
13167,CSF2RA_+_1387764.23-P1P2|CSF2RA_-_1387742.23-P1P2,-0.001451055,-0.014300861,0.009394008,-0.00828187,CSF2RA,predicted,-0.007875958,0.000556069,FALSO,FALSO,FALSO
9714,OTUD6B_-_92082615.23-P1P2|OTUD6B_+_92082558.23-P1P2,0.007589446,-0.023341162,0.054257715,0.027809146,OTUD6B,predicted,-0.007875858,0.041033431,VERDADERO,FALSO,FALSO
9299,DHRS12_-_52378250.23-P1P2|DHRS12_-_52378233.23-P1P2,-0.008662379,-0.007086942,-0.002696812,0.001078467,DHRS12,predicted,-0.007874661,-0.000809172,VERDADERO,FALSO,FALSO
8144,MFAP5_+_8815244.23-P1P2|MFAP5_-_8815378.23-P1P2,-0.01607201,0.00032385,0.015722128,0.019205695,MFAP5,predicted,-0.00787408,0.017463912,FALSO,FALSO,FALSO
6136,PPP1R36_-_65016723.23-P1P2|PPP1R36_-_65016707.23-P1P2,0.006976877,-0.022724951,-0.04550075,-0.013712545,PPP1R36,predicted,-0.007874037,-0.029606648,VERDADERO,FALSO,FALSO
4389,ZSWIM4_+_13906281.23-P1P2|ZSWIM4_-_13906242.23-P1P2,-0.011575653,-0.004171879,0.056118274,0.039966168,ZSWIM4,predicted,-0.007873766,0.048042221,VERDADERO,FALSO,FALSO
5433,RIMS1_-_72596682.23-P1P2|RIMS1_-_72596645.23-P1P2,0.010170987,-0.025909628,0.001284655,-0.004635125,RIMS1,predicted,-0.007869321,-0.001675235,VERDADERO,FALSO,FALSO
6318,SLC22A10_-_63057461.23-P1P2|SLC22A10_+_63057471.23-P1P2,-0.008761477,-0.006965215,0.015981256,0.013713498,SLC22A10,predicted,-0.007863346,0.014847377,FALSO,FALSO,FALSO
10293,CFC1_-_131357074.23-ENST00000259216.4|CFC1_+_131357115.23-ENST00000259216.4,-0.022246571,0.00653591,-0.036290804,-0.022531288,CFC1,predicted,-0.00785533,-0.029411046,VERDADERO,FALSO,FALSO
5545,NT5C3A_-_33102109.23-P1|NT5C3A_-_33102098.23-P1,-0.000368225,-0.015289088,-0.029564878,-0.020146705,NT5C3A,predicted,-0.007828657,-0.024855792,VERDADERO,FALSO,FALSO
