,sgID,CRISPRoff-Rep1,CRISPRoff Rep2,CRISPRoff mut Rep1,CRISPRoff mut Rep2,gene,source_A,CRISPRoff_average,mutant_average,CpG,hit_and_run_hit,mutant_hit
13927,PSMA4_-_78832818.23-P1P2|PSMA4_+_78833014.23-P1P2,-0.131808396,-0.072861939,-0.1658378,-0.13345842,PSMA4,gamma,-0.102335168,-0.14964811,VERDADERO,FALSO,FALSO
10397,OR52B4_-_4389406.23-ENST00000408920.2|OR52B4_+_4389551.23-ENST00000408920.2,-0.089723636,-0.114909053,-0.024032009,-0.01699951,OR52B4,predicted,-0.102316344,-0.02051576,FALSO,FALSO,FALSO
19679,OR10A5_+_6866861.23-ENST00000299454.4|OR10A5_-_6866916.23-ENST00000299454.4,-0.143693456,-0.060711232,-0.035174098,-0.009097125,OR10A5,predicted,-0.102202344,-0.022135612,FALSO,FALSO,FALSO
16579,NDUFA4_-_10979773.23-P1P2|NDUFA4_-_10979708.23-P1P2,-0.107594017,-0.096686212,-0.034527384,-0.015031174,NDUFA4,predicted,-0.102140114,-0.024779279,VERDADERO,FALSO,FALSO
19053,RPS8_+_45241261.23-P1P2|RPS8_-_45241297.23-P1P2,-0.125233555,-0.078970935,-0.114081306,-0.256898682,RPS8,empirical,-0.102102245,-0.185489994,VERDADERO,FALSO,FALSO
11297,DUSP16_+_12715774.23-P1P2|DUSP16_+_12715747.23-P1P2,-0.099361353,-0.10477856,-0.001844742,-0.000272208,DUSP16,predicted,-0.102069957,-0.001058475,VERDADERO,FALSO,FALSO
13875,PSMG2_+_12703052.23-P1P2|PSMG2_-_12703261.23-P1P2,-0.118433686,-0.085692209,0.004639705,0.024638694,PSMG2,predicted,-0.102062947,0.014639199,VERDADERO,FALSO,FALSO
17998,KDM8_+_27215335.23-P1P2|KDM8_+_27215236.23-P1P2,-0.09598757,-0.108071971,0.026849397,0.024216321,KDM8,empirical,-0.102029771,0.025532859,VERDADERO,FALSO,FALSO
9350,B4GALT2_+_44444940.23-P1P2|B4GALT2_+_44444945.23-P1P2,-0.123478175,-0.08055692,0.014954789,0.009841256,B4GALT2,predicted,-0.102017548,0.012398022,VERDADERO,FALSO,FALSO
13476,MTCP1_-_154299159.23-P1P2|MTCP1_+_154299359.23-P1P2,-0.098295432,-0.10571189,-0.003642925,0.01257495,MTCP1,empirical,-0.102003661,0.004466012,VERDADERO,FALSO,FALSO
3719,TBX10_+_67407216.23-P1P2|TBX10_+_67407204.23-P1P2,-0.082260954,-0.121675582,-0.028205081,-0.018319208,TBX10,predicted,-0.101968268,-0.023262145,FALSO,FALSO,FALSO
1756,BATF_-_75988876.23-P1P2|BATF_+_75988828.23-P1P2,-0.110399414,-0.0935153,-0.026337097,-0.009097125,BATF,predicted,-0.101957357,-0.017717111,FALSO,FALSO,FALSO
13518,GPR137_+_64052316.23-P1|GPR137_-_64052363.23-P1,-0.082819955,-0.121018049,-0.03130626,-0.010734908,GPR137,predicted,-0.101919002,-0.021020584,VERDADERO,FALSO,FALSO
8786,PSMD12_+_65362663.23-P1P2|PSMD12_+_65362472.23-P1P2,-0.098635642,-0.105050862,-0.253831198,-0.239844303,PSMD12,gamma,-0.101843252,-0.24683775,VERDADERO,FALSO,VERDADERO
18263,MIER3_+_56247925.23-P1P2|MIER3_+_56247898.23-P1P2,-0.064789896,-0.138847007,0.011984312,0.025428266,MIER3,predicted,-0.101818452,0.018706289,VERDADERO,FALSO,FALSO
12376,KIF11_-_94352971.23-P1P2|KIF11_-_94353041.23-P1P2,-0.1400177,-0.063523197,-0.16138081,-0.121251832,KIF11,gamma,-0.101770449,-0.141316321,VERDADERO,FALSO,FALSO
16144,FAM69B_-_139607040.23-P1P2|FAM69B_-_139607032.23-P1P2,-0.096087869,-0.107311696,-0.005784146,-0.021314621,FAM69B,predicted,-0.101699782,-0.013549384,VERDADERO,FALSO,FALSO
15842,non-targeting_00902|non-targeting_02290,-0.116069678,-0.087271279,0.01880353,0.022464606,non-targeting,negative_control,-0.101670478,0.020634068,FALSO,FALSO,FALSO
8200,MBD3_+_1592727.23-P1P2|MBD3_-_1592314.23-P1P2,-0.104447624,-0.098882309,-0.023139354,-0.017136384,MBD3,empirical,-0.101664966,-0.020137869,VERDADERO,FALSO,FALSO
20834,TP53TG3C_-_33204186.23-ENST00000398667.4|TP53TG3C_-_33204251.23-ENST00000398667.4,-0.088521993,-0.114657878,-0.018670616,-0.076766445,TP53TG3C,predicted,-0.101589936,-0.047718531,VERDADERO,FALSO,FALSO
5598,SEC14L1_+_75084877.23-P2|SEC14L1_+_75084839.23-P2,-0.077487312,-0.125505031,-0.035340873,-0.006633581,SEC14L1,empirical,-0.101496172,-0.020987227,VERDADERO,FALSO,FALSO
3441,CHAC1_+_41245708.23-P1P2|CHAC1_-_41245662.23-P1P2,-0.102996209,-0.099930572,0.01150084,0.003352277,CHAC1,predicted,-0.10146339,0.007426558,VERDADERO,FALSO,FALSO
7620,DNM1L_+_32832245.23-P1P2|DNM1L_-_32832237.23-P1P2,-0.117295025,-0.085623479,0.005536491,0.033794981,DNM1L,empirical,-0.101459252,0.019665736,VERDADERO,FALSO,FALSO
8399,SEPT4_-_56609378.23-P1|SEPT4_-_56609381.23-P1,-0.089019409,-0.113742429,0.001414649,0.000389371,44078,predicted,-0.101380919,0.00090201,VERDADERO,FALSO,FALSO
17794,KCNG3_-_42721086.23-P1P2|KCNG3_+_42721095.23-P1P2,-0.113989308,-0.088720466,-0.021407115,-0.032014714,KCNG3,predicted,-0.101354887,-0.026710915,VERDADERO,FALSO,FALSO
9419,TK1_+_76183131.23-P1P2|TK1_+_76183098.23-P1P2,-0.080658759,-0.12199146,-0.02430301,-0.030402758,TK1,predicted,-0.10132511,-0.027352884,VERDADERO,FALSO,FALSO
10280,SYCP2L_+_10887236.23-ENST00000283141.6|SYCP2L_+_10887099.23-ENST00000283141.6,-0.10969877,-0.092941901,-0.024383537,-0.005305823,SYCP2L,predicted,-0.101320336,-0.01484468,VERDADERO,FALSO,FALSO
14405,ZBTB16_-_113930863.23-P1P2|ZBTB16_+_113930495.23-P1P2,-0.118362069,-0.08420717,-0.049658386,-0.052391463,ZBTB16,empirical,-0.101284619,-0.051024924,VERDADERO,FALSO,FALSO
15153,FRA10AC1_+_95462319.23-P1P2|FRA10AC1_+_95462144.23-P1P2,-0.11782729,-0.084613782,-0.029872755,-0.043190303,FRA10AC1,predicted,-0.101220536,-0.036531529,VERDADERO,FALSO,FALSO
20075,DCAF7_+_61627948.23-P1P2|DCAF7_+_61628083.23-P1P2,-0.101608783,-0.100718111,-0.074350489,-0.061629172,DCAF7,empirical,-0.101163447,-0.067989831,VERDADERO,FALSO,FALSO
20434,non-targeting_02716|non-targeting_02435,-0.121335645,-0.08076431,-0.029930731,0.027285246,non-targeting,negative_control,-0.101049978,-0.001322743,FALSO,FALSO,FALSO
17545,HRASLS2_-_63330452.23-P1P2|HRASLS2_-_63330580.23-P1P2,-0.126665382,-0.075358907,-0.002076495,-0.017371137,HRASLS2,predicted,-0.101012145,-0.009723816,FALSO,FALSO,FALSO
17125,BARHL1_-_135458047.23-P1P2|BARHL1_-_135458021.23-P1P2,-0.072741234,-0.129194896,-0.018927874,-0.000858835,BARHL1,predicted,-0.100968065,-0.009893355,VERDADERO,FALSO,FALSO
925,LUC7L2_-_139044690.23-P1|LUC7L2_-_139044686.23-P1,-0.105634939,-0.096234274,0.006021349,-0.018574491,LUC7L2,predicted,-0.100934607,-0.006276571,VERDADERO,FALSO,FALSO
20578,NOSTRIN_-_169659183.23-P1P2|NOSTRIN_+_169659165.23-P1P2,-0.106503404,-0.095218596,-0.028122382,-0.005075346,NOSTRIN,predicted,-0.100861,-0.016598864,FALSO,FALSO,FALSO
6303,HES1_+_193853973.23-P1P2|HES1_+_193853990.23-P1P2,-0.103139011,-0.098569814,-0.018439985,-0.000657875,HES1,predicted,-0.100854413,-0.00954893,VERDADERO,FALSO,FALSO
12189,TMEM115_-_50396529.23-P1P2|TMEM115_+_50396889.23-P1P2,-0.083125704,-0.118543726,-0.068701162,-0.09966327,TMEM115,empirical,-0.100834715,-0.084182216,VERDADERO,FALSO,FALSO
8238,MDH1B_-_207630106.23-P1P2|MDH1B_-_207630019.23-P1P2,-0.103559803,-0.098088389,-0.051218361,-0.049700146,MDH1B,empirical,-0.100824096,-0.050459254,VERDADERO,FALSO,FALSO
17735,POLR2H_-_184081237.23-P1P2|POLR2H_+_184081227.23-P1P2,-0.101627445,-0.099999683,-0.164598023,-0.216422342,POLR2H,gamma,-0.100813564,-0.190510183,VERDADERO,FALSO,FALSO
10442,TSNARE1_+_143484486.23-P1P2|TSNARE1_+_143484469.23-P1P2,-0.104484159,-0.097111864,0.034656178,-0.025895725,TSNARE1,predicted,-0.100798011,0.004380226,VERDADERO,FALSO,FALSO
13441,MDGA2_-_48144519.23-P1P2|MDGA2_+_48144449.23-P1P2,-0.096693302,-0.104632475,-0.038566718,-0.011357931,MDGA2,predicted,-0.100662888,-0.024962324,VERDADERO,FALSO,FALSO
4495,CTSO_+_156874995.23-P1P2|CTSO_-_156874849.23-P1P2,-0.094872718,-0.106370975,0.000900478,-0.015123088,CTSO,predicted,-0.100621846,-0.007111305,VERDADERO,FALSO,FALSO
19716,C2CD4C_-_409114.23-P1P2|C2CD4C_+_409188.23-P1P2,-0.126118423,-0.075031879,-0.024435072,-0.086022081,C2CD4C,predicted,-0.100575151,-0.055228577,VERDADERO,FALSO,FALSO
20691,ACOT4_+_74058647.23-P1P2|ACOT4_+_74058635.23-P1P2,-0.127523104,-0.073562939,0.010081363,0.079289801,ACOT4,predicted,-0.100543021,0.044685582,VERDADERO,FALSO,FALSO
16817,NQO2_+_3000154.23-P1P2|NQO2_-_3000151.23-P1P2,-0.106603289,-0.094390502,0.064979376,0.041674668,NQO2,predicted,-0.100496895,0.053327022,VERDADERO,FALSO,FALSO
13421,BRPF1_+_9773477.23-P1P2|BRPF1_+_9773522.23-P1P2,-0.125861562,-0.075063477,0.022064117,0.006009253,BRPF1,empirical,-0.10046252,0.014036685,VERDADERO,FALSO,FALSO
10753,ZSCAN5A_+_56879717.23-ENST00000587340.1|ZSCAN5A_+_56879614.23-ENST00000587340.1,-0.111803552,-0.088948895,-0.012119249,-0.005497767,ZSCAN5A,predicted,-0.100376224,-0.008808508,VERDADERO,FALSO,FALSO
9686,KBTBD7_+_41768612.23-P1P2|KBTBD7_+_41768657.23-P1P2,-0.121531818,-0.079213943,0.003037789,-0.017884573,KBTBD7,predicted,-0.10037288,-0.007423392,VERDADERO,FALSO,FALSO
13430,PDIA6_+_10952857.23-P1P2|PDIA6_+_10952488.23-P1P2,-0.117769875,-0.08295845,0.005802197,-0.014829622,PDIA6,empirical,-0.100364162,-0.004513712,VERDADERO,FALSO,FALSO
3338,RAB11FIP2_-_119806393.23-P1P2|RAB11FIP2_-_119806363.23-P1P2,-0.110793942,-0.089819486,-0.052236993,-0.000505601,RAB11FIP2,predicted,-0.100306714,-0.026371297,VERDADERO,FALSO,FALSO
19371,LDLRAD4_-_13218807.23-P1P2|LDLRAD4_-_13218814.23-P1P2,-0.119662631,-0.08076431,-0.005292821,0.002064297,LDLRAD4,predicted,-0.100213471,-0.001614262,VERDADERO,FALSO,FALSO
18730,ZNF217_+_52209875.23-P1|ZNF217_-_52210107.23-P1,-0.078295995,-0.12192537,-0.041642714,-0.02109996,ZNF217,predicted,-0.100110682,-0.031371337,VERDADERO,FALSO,FALSO
16282,GCNT7_-_55100973.23-ENST00000243913.4|GCNT7_-_55100729.23-ENST00000243913.4,-0.143004026,-0.05714622,0.001147569,0.000750401,GCNT7,predicted,-0.100075123,0.000948985,FALSO,FALSO,FALSO
20959,DDX3X_+_41193428.23-P1P2|DDX3X_-_41193448.23-P1P2,0.002848832,-0.202988874,-0.021559967,-0.02298966,DDX3X,empirical,-0.100070021,-0.022274813,VERDADERO,FALSO,FALSO
7941,SERBP1_-_67896013.23-P1P2|SERBP1_+_67895645.23-P1P2,-0.112205442,-0.087887784,-0.07036654,-0.063995471,SERBP1,empirical,-0.100046613,-0.067181005,VERDADERO,FALSO,FALSO
20106,OR5D16_-_55606279.23-ENST00000378396.1|OR5D16_+_55606261.23-ENST00000378396.1,-0.113811903,-0.086280371,-0.043078672,-0.002316668,OR5D16,predicted,-0.100046137,-0.02269767,FALSO,FALSO,FALSO
5371,CDK9_-_130548401.23-P1P2|CDK9_+_130548620.23-P1P2,-0.097942832,-0.102049235,0.024389653,-0.018957524,CDK9,predicted,-0.099996034,0.002716065,VERDADERO,FALSO,FALSO
13938,ZP2_+_21222845.23-P1P2|ZP2_-_21222906.23-P1P2,-0.120006586,-0.0798969,-0.037895593,-0.036404193,ZP2,predicted,-0.099951743,-0.037149893,FALSO,FALSO,FALSO
21176,MED23_-_131949303.23-P1P2|MED23_+_131949290.23-P1P2,-0.127523104,-0.072350001,-0.134601967,-0.185906742,MED23,empirical,-0.099936552,-0.160254354,VERDADERO,FALSO,FALSO
7873,HSPA9_-_137911079.23-P1P2|HSPA9_-_137911031.23-P1P2,-0.106718627,-0.093141444,-0.263707796,-0.239314273,HSPA9,gamma,-0.099930036,-0.251511034,VERDADERO,FALSO,VERDADERO
17439,KIAA0907_+_155904183.23-P1P2|KIAA0907_+_155904169.23-P1P2,-0.096602335,-0.103251291,-0.041615221,-0.041772136,KIAA0907,predicted,-0.099926813,-0.041693679,VERDADERO,FALSO,FALSO
5840,CXorf58_+_23926246.23-P1P2|CXorf58_-_23926255.23-P1P2,-0.082379083,-0.117107789,-0.011714316,0.00559741,CXorf58,predicted,-0.099743436,-0.003058453,VERDADERO,FALSO,FALSO
2818,non-targeting_02827|non-targeting_02640,-0.098205653,-0.101280069,-0.011966908,-0.010353448,non-targeting,negative_control,-0.099742861,-0.011160178,FALSO,FALSO,FALSO
216,TNFAIP8L2-SCNM1_-_151129204.23-P1P2|TNFAIP8L2-SCNM1_-_151129173.23-P1P2,-0.094353012,-0.105096394,-0.013355997,0.007163893,TNFAIP8L2-SCNM1,predicted,-0.099724703,-0.003096052,FALSO,FALSO,FALSO
14513,GLTPD1_-_1260226.23-P1P2|GLTPD1_-_1260423.23-P1P2,-0.135527877,-0.063841181,0.007646573,0.026423435,GLTPD1,predicted,-0.099684529,0.017035004,VERDADERO,FALSO,FALSO
16303,KIAA0040_+_175161893.23-P1P2|KIAA0040_+_175161871.23-P1P2,-0.102175028,-0.097111864,0.037625546,0.014092593,KIAA0040,predicted,-0.099643446,0.025859069,VERDADERO,FALSO,FALSO
8998,PANK1_+_91404945.23-P1|PANK1_+_91404991.23-P1,-0.100146028,-0.099129419,-0.064025026,-0.037656109,PANK1,empirical,-0.099637723,-0.050840568,VERDADERO,FALSO,FALSO
20466,TRAF4_+_27071055.23-P1P2|TRAF4_-_27071082.23-P1P2,-0.092792204,-0.106472186,-0.047097845,-0.066183569,TRAF4,predicted,-0.099632195,-0.056640707,VERDADERO,FALSO,FALSO
14313,TTLL9_-_30467652.23-P1|TTLL9_+_30467667.23-P1,-0.081225241,-0.117948635,-0.053779705,-0.041250508,TTLL9,predicted,-0.099586938,-0.047515106,VERDADERO,FALSO,FALSO
19563,RPL12_+_130213322.23-P1P2|RPL12_-_130213456.23-P1P2,-0.108449944,-0.090643629,-0.262992664,-0.158553207,RPL12,empirical,-0.099546786,-0.210772935,VERDADERO,FALSO,VERDADERO
21174,PLK1_-_23690679.23-P1P2|PLK1_+_23690651.23-P1P2,-0.118140279,-0.08076431,-0.066203383,-0.071156962,PLK1,gamma,-0.099452295,-0.068680172,VERDADERO,FALSO,FALSO
5376,ZNF365_-_64134217.23-P1P2|ZNF365_-_64134417.23-P1P2,-0.101986624,-0.09682751,0.034304747,0.019964131,ZNF365,predicted,-0.099407067,0.027134439,VERDADERO,FALSO,FALSO
14693,TICRR_+_90118911.23-P1P2|TICRR_-_90118737.23-P1P2,-0.096862498,-0.101909671,-0.184657968,-0.150641485,TICRR,gamma,-0.099386085,-0.167649727,VERDADERO,FALSO,FALSO
20857,XAB2_-_7694385.23-P1P2|XAB2_-_7694376.23-P1P2,-0.155299349,-0.043457881,-0.315192469,-0.215033973,XAB2,empirical,-0.099378615,-0.265113221,VERDADERO,FALSO,VERDADERO
14789,CACNA1G_+_48638783.23-P1P2|CACNA1G_+_48638716.23-P1P2,-0.114017902,-0.084590662,0.012137886,0.015715541,CACNA1G,predicted,-0.099304282,0.013926714,VERDADERO,FALSO,FALSO
15392,MDGA1_-_37665266.23-P1P2|MDGA1_+_37665442.23-P1P2,-0.105422482,-0.093175908,0.017039305,-0.000832254,MDGA1,predicted,-0.099299195,0.008103525,VERDADERO,FALSO,FALSO
9063,MTA3_+_42795764.23-P1P2|MTA3_-_42795917.23-P1P2,-0.102332285,-0.096074541,-0.002506723,0.018734004,MTA3,predicted,-0.099203413,0.00811364,VERDADERO,FALSO,FALSO
12375,UBE2W_+_74790945.23-P1P2|UBE2W_+_74791034.23-P1P2,-0.062640401,-0.135622886,0.016521034,0.018620121,UBE2W,predicted,-0.099131643,0.017570577,VERDADERO,FALSO,FALSO
16136,CNKSR3_+_154831733.23-P1P2|CNKSR3_+_154831730.23-P1P2,-0.115675375,-0.082423729,0.008757616,-0.006088258,CNKSR3,predicted,-0.099049552,0.001334679,VERDADERO,FALSO,FALSO
2806,GPX3_+_150400191.23-P1P2|GPX3_-_150400175.23-P1P2,-0.098854716,-0.099232126,0.021703113,0.029381351,GPX3,predicted,-0.099043421,0.025542232,VERDADERO,FALSO,FALSO
15457,GDPGP1_+_90777544.23-P1P2|GDPGP1_-_90777484.23-P1P2,-0.100269116,-0.097806204,-0.019201664,-0.015549119,GDPGP1,predicted,-0.09903766,-0.017375391,VERDADERO,FALSO,FALSO
19111,OR4F17_-_110721.23-ENST00000318050.3|OR4F17_+_111155.23-ENST00000318050.3,-0.125269053,-0.07279731,-0.00450733,-0.034386899,OR4F17,predicted,-0.099033182,-0.019447114,FALSO,FALSO,FALSO
14269,COX4I1_-_85833335.23-P1P2|COX4I1_-_85833332.23-P1P2,-0.104397749,-0.093656218,-0.013829669,0.011295374,COX4I1,empirical,-0.099026984,-0.001267148,VERDADERO,FALSO,FALSO
332,HIRA_+_19435207.23-P1|HIRA_-_19435159.23-P1,-0.111047003,-0.086946242,0.001370941,-0.011356515,HIRA,predicted,-0.098996622,-0.004992787,VERDADERO,FALSO,FALSO
12113,TRIT1_-_40349098.23-P1P2|TRIT1_+_40349118.23-P1P2,-0.089295654,-0.108675998,0.020218739,0.022815379,TRIT1,empirical,-0.098985826,0.021517059,VERDADERO,FALSO,FALSO
99,TCEB3C_+_44556438.23-ENST00000330682.2|TCEB3C_-_44556275.23-ENST00000330682.2,-0.082180127,-0.115770051,0.002788812,-0.003162786,TCEB3C,predicted,-0.098975089,-0.000186987,VERDADERO,FALSO,FALSO
7717,ZNF699_+_9420395.23-ENST00000591998.1|ZNF699_-_9420344.23-ENST00000591998.1,-0.132451824,-0.065321246,0.016120509,-0.018734453,ZNF699,empirical,-0.098886535,-0.001306972,VERDADERO,FALSO,FALSO
16424,RNF167_+_4843932.23-P1P2|RNF167_-_4844125.23-P1P2,-0.073606305,-0.12411514,-0.04491886,-0.02489443,RNF167,predicted,-0.098860722,-0.034906645,VERDADERO,FALSO,FALSO
2067,KAAG1_+_24357970.23-P1P2|KAAG1_+_24357727.23-P1P2,-0.07659551,-0.12109761,-0.021664537,0.013966564,KAAG1,predicted,-0.09884656,-0.003848986,VERDADERO,FALSO,FALSO
9023,LOXHD1_+_44236533.23-ENST00000536736.1|LOXHD1_+_44236969.23-ENST00000536736.1,-0.122176014,-0.075265545,-0.020076354,0.003673482,LOXHD1,empirical,-0.09872078,-0.008201436,VERDADERO,FALSO,FALSO
19773,NCR1_+_55417564.23-P1P2|NCR1_+_55417862.23-P1P2,-0.058849932,-0.138216356,-0.011573187,0.027043632,NCR1,predicted,-0.098533144,0.007735222,FALSO,FALSO,FALSO
15929,MVB12B_+_129089120.23-P1P2|MVB12B_+_129089117.23-P1P2,-0.095369925,-0.101679682,0.021181598,0.014198153,MVB12B,predicted,-0.098524804,0.017689875,VERDADERO,FALSO,FALSO
833,ANG_-_21152854.23-P1P2|ANG_+_21152724.23-P1P2,-0.075437564,-0.12159303,0.013976359,0.004791798,ANG,predicted,-0.098515297,0.009384078,VERDADERO,FALSO,FALSO
15805,TRPM1_-_31453289.23-ENST00000542188.1|TRPM1_-_31453374.23-ENST00000542188.1,-0.091855555,-0.105165734,-0.039182013,-0.024044873,TRPM1,predicted,-0.098510645,-0.031613443,FALSO,FALSO,FALSO
18161,STK24_+_99229297.23-P1P2|STK24_-_99229362.23-P1P2,-0.077016746,-0.11997331,0.013236014,0.005138336,STK24,predicted,-0.098495028,0.009187175,VERDADERO,FALSO,FALSO
5476,INHA_+_220437072.23-P1P2|INHA_+_220437283.23-P1P2,-0.117701275,-0.079257511,-0.040178019,-0.047886738,INHA,predicted,-0.098479393,-0.044032378,VERDADERO,FALSO,FALSO
21113,MBTPS1_-_84150406.23-P1P2|MBTPS1_-_84150360.23-P1P2,-0.220837956,0.02388961,0.014915956,-0.006827407,MBTPS1,empirical,-0.098474173,0.004044275,VERDADERO,FALSO,FALSO
7793,TEX11_+_70128514.23-P1P2|TEX11_+_70128517.23-P1P2,-0.210602441,0.013885735,-0.008646208,0.008251424,TEX11,predicted,-0.098358353,-0.000197392,FALSO,FALSO,FALSO
4952,PKN3_-_131465067.23-P1P2|PKN3_+_131464789.23-P1P2,-0.073225039,-0.123473763,-0.01164182,-0.021953261,PKN3,predicted,-0.098349401,-0.01679754,VERDADERO,FALSO,FALSO
12472,FUT4_-_94277315.23-P1P2|FUT4_-_94277304.23-P1P2,-0.111553497,-0.085142947,-0.003230433,0.001739175,FUT4,predicted,-0.098348222,-0.000745629,VERDADERO,FALSO,FALSO
16011,ATP11A_-_113344323.23-P1P2|ATP11A_+_113344507.23-P1P2,-0.065474245,-0.131221803,0.016996591,-0.006783497,ATP11A,predicted,-0.098348024,0.005106547,VERDADERO,FALSO,FALSO
867,PODXL_-_131241338.23-P1P2|PODXL_-_131241324.23-P1P2,-0.094845548,-0.101845207,-0.007083402,-0.002238186,PODXL,predicted,-0.098345378,-0.004660794,VERDADERO,FALSO,FALSO
19981,KAT2A_-_40273345.23-P1P2|KAT2A_+_40273327.23-P1P2,-0.081671431,-0.114944183,-0.02841494,-0.016261043,KAT2A,empirical,-0.098307807,-0.022337992,VERDADERO,FALSO,FALSO
18507,SYMPK_+_46366344.23-P1P2|SYMPK_+_46366386.23-P1P2,-0.086187611,-0.110408142,-0.126365282,-0.101812035,SYMPK,empirical,-0.098297877,-0.114088658,VERDADERO,FALSO,FALSO
12117,TMEM41A_+_185216779.23-P1P2|TMEM41A_-_185216753.23-P1P2,-0.099697483,-0.09672469,-0.025603975,-0.003420158,TMEM41A,empirical,-0.098211087,-0.014512066,VERDADERO,FALSO,FALSO
13034,KIF1C_-_4901260.23-P1P2|KIF1C_+_4901096.23-P1P2,-0.064831254,-0.131587656,0.057320692,0.055659852,KIF1C,predicted,-0.098209455,0.056490272,VERDADERO,FALSO,FALSO
15529,TRIOBP_-_38082403.23-P2|TRIOBP_-_38142300.23-P1,-0.120334149,-0.076055345,0.02686262,0.03463672,TRIOBP,empirical,-0.098194747,0.03074967,VERDADERO,FALSO,FALSO
16935,IFIT1_-_91152418.23-P1P2|IFIT1_+_91152436.23-P1P2,-0.095759531,-0.100612829,0.02635438,0.014307163,IFIT1,predicted,-0.09818618,0.020330771,FALSO,FALSO,FALSO
21146,MOGAT3_-_100844291.23-P1P2|MOGAT3_+_100844265.23-P1P2,-0.16934728,-0.027018293,-0.284874886,0.044713753,MOGAT3,predicted,-0.098182787,-0.120080566,VERDADERO,FALSO,FALSO
8263,IQCF1_+_51937005.23-P1P2|IQCF1_+_51937323.23-P1P2,-0.079882819,-0.116038042,-0.009136549,-0.010734908,IQCF1,predicted,-0.09796043,-0.009935728,FALSO,FALSO,FALSO
12496,CLRN2_+_17516862.23-ENST00000511148.2|CLRN2_+_17516968.23-ENST00000511148.2,-0.099498212,-0.096405358,-0.065340441,-0.035241281,CLRN2,predicted,-0.097951785,-0.050290861,FALSO,FALSO,FALSO
12761,EFCAB13_-_45401375.23-P1P2|EFCAB13_-_45401403.23-P1P2,-0.112556186,-0.083289121,-0.022128191,0.000174786,EFCAB13,predicted,-0.097922653,-0.010976702,VERDADERO,FALSO,FALSO
15411,TSSC1_-_3381536.23-P1P2|TSSC1_+_3381352.23-P1P2,-0.106630543,-0.089203634,0.025534484,-0.006712464,TSSC1,predicted,-0.097917088,0.00941101,VERDADERO,FALSO,FALSO
13426,MARCH6_+_10353888.23-P1P2|MARCH6_+_10353797.23-P1P2,-0.108844498,-0.086903649,-0.035525708,0.023024004,43896,predicted,-0.097874073,-0.006250852,VERDADERO,FALSO,FALSO
101,TCEB3CL2_+_44544596.23-ENST00000591973.2|TCEB3CL2_-_44544433.23-ENST00000591973.2,-0.082758664,-0.112971648,-0.000330834,-0.005134221,TCEB3CL2,predicted,-0.097865156,-0.002732527,VERDADERO,FALSO,FALSO
18068,YIPF3_-_43484634.23-P1P2|YIPF3_-_43484610.23-P1P2,-0.105375303,-0.090248713,-0.034392895,-0.028068612,YIPF3,predicted,-0.097812008,-0.031230754,VERDADERO,FALSO,FALSO
12590,ASTN2_-_120177339.23-P1P2|ASTN2_-_120177334.23-P1P2,-0.081366413,-0.114235821,0.031960626,-0.004353351,ASTN2,predicted,-0.097801117,0.013803638,VERDADERO,FALSO,FALSO
4432,FBXW11_-_171433562.23-P1P2|FBXW11_-_171433577.23-P1P2,-0.096731297,-0.098808111,0.015527689,-0.00479433,FBXW11,empirical,-0.097769704,0.005366679,VERDADERO,FALSO,FALSO
9199,TMEM176A_-_150498061.23-P1P2|TMEM176A_+_150497889.23-P1P2,-0.090209139,-0.10532788,0.072138729,0.020559915,TMEM176A,predicted,-0.09776851,0.046349322,VERDADERO,FALSO,FALSO
13544,CD8B_-_87088921.23-P1P2|CD8B_+_87088914.23-P1P2,-0.099187844,-0.096341849,0.00209489,0.039740361,CD8B,predicted,-0.097764846,0.020917625,VERDADERO,FALSO,FALSO
17460,SALL3_-_76740454.23-P1P2|SALL3_+_76739841.23-P1P2,-0.12429223,-0.071147045,0.016560603,0.021829468,SALL3,predicted,-0.097719638,0.019195036,VERDADERO,FALSO,FALSO
2272,LYRM1_+_20912104.23-P1P2|LYRM1_+_20912159.23-P1P2,-0.080880867,-0.114531389,0.001319529,-0.010979766,LYRM1,predicted,-0.097706128,-0.004830118,VERDADERO,FALSO,FALSO
16013,STXBP6_+_25519202.23-P1P2|STXBP6_-_25519272.23-P1P2,-0.10126921,-0.094122159,0.025498609,-0.008947259,STXBP6,predicted,-0.097695685,0.008275675,VERDADERO,FALSO,FALSO
19193,USP29_+_57631453.23-P1P2|USP29_-_57631473.23-P1P2,-0.075668514,-0.119691151,0.087581162,0.021037239,USP29,predicted,-0.097679833,0.0543092,VERDADERO,FALSO,FALSO
12962,P2RY6_-_72983458.23-P1P2|P2RY6_-_72983433.23-P1P2,-0.094385582,-0.100951619,0.00125268,0.0196295,P2RY6,predicted,-0.097668601,0.01044109,FALSO,FALSO,FALSO
14824,ANKRD65_-_1356630.23-P1|ANKRD65_+_1356462.23-P1,-0.104256463,-0.090920706,0.037986081,0.025849621,ANKRD65,predicted,-0.097588585,0.031917851,VERDADERO,FALSO,FALSO
12463,CDKL2_+_76555613.23-P1P2|CDKL2_+_76555663.23-P1P2,-0.102919313,-0.09218114,0.028623744,0.029273633,CDKL2,empirical,-0.097550226,0.028948689,VERDADERO,FALSO,FALSO
